,Id,Regiao,Data_Inicio,Andar,Elevador,Max_Ocup,Tipologia,Ar_Condicionado,Num_Reservas,Valor_FLH
380,925778,Lisboa,2019-03-08,2,1.0,4,T2,1,26,2685.137
381,926781,Lisboa,2019-03-11,2,,4,T2,0,30,2393.44
382,927784,Lisboa,2019-03-11,3,,4,T2,0,67,3697.197
383,907724,Lisboa,2019-02-25,2,,4,T2,0,57,3920.308
384,910733,Lisboa,2019-02-26,1,1.0,2,T1,0,61,3958.577
385,885658,Lisboa,2019-01-17,0,,1,T1,0,58,3196.039
386,889670,Lisboa,2019-01-31,2,,5,T3,1,50,5384.302
387,891676,Lisboa,2019-02-07,2,1.0,4,T1,1,72,7274.225
388,984955,Lisboa,2019-05-13,1,,4,T1,1,43,2310.882
389,989970,Lisboa,2019-05-16,0,,3,T1,0,44,2637.11
390,990973,Lisboa,2019-05-16,2,,4,T1,0,50,1643.642
391,991976,Lisboa,2019-05-20,4,,4,T2,0,59,3234.357
392,992979,Lisboa,2019-05-20,3,,6,T2,0,48,3380.419
393,993982,Lisboa,2019-05-20,2,,6,T2,0,55,3427.515
394,994985,Lisboa,2019-05-20,1,,4,T2,0,56,3217.487
395,9993,Lisboa,2014-08-05,0,0.0,4,T2,1,34,3409.21
396,999300,Lisboa,2014-11-17,2,,4,T2,0,67,5501.839
397,886661,Madeira,2019-01-28,0,,6,T2,0,20,2398.718
398,916751,Madeira,2019-02-27,5,1.0,6,T3,0,38,4790.149
399,954865,Madeira,2019-04-01,0,,2,T1,0,11,1033.242
400,767304,Madeira,2018-09-19,0,,4,T1,0,21,1538.607
401,768307,Madeira,2018-09-19,1,,4,T1,0,7,525.805
402,769310,Madeira,2018-09-19,1,,4,T1,0,17,1299.613
403,765298,Madeira,2018-09-11,7,1.0,4,T2,0,24,2919.133
404,755268,Madeira,2018-08-21,4,1.0,2,T1,0,43,3225.586
405,687064,Madeira,2018-05-15,4,1.0,6,T3,0,41,3752.35
406,692079,Madeira,2018-05-16,0,1.0,4,T2,0,42,4205.194
407,693082,Madeira,2018-05-16,0,,12,T6,0,13,11642.435
408,711136,Madeira,2018-06-07,0,1.0,5,T3,0,28,2541.203
409,118546,Madeira,2019-10-08,0,,10,T5,0,1,360.094
410,106195,Madeira,2019-07-29,1,1.0,8,T4,0,9,777.357
411,107213,Madeira,2019-08-21,2,1.0,4,T2,0,1,73.409
412,101045,Porto,2019-06-19,0,,2,T0,0,2,-16.52
413,100024,Porto,2019-06-07,5,1.0,3,T0,0,34,1435.945
414,226681,Porto,2015-09-23,4,1.0,4,T1,0,88,3156.209
415,228687,Porto,2015-09-24,0,,8,T3,0,78,15834.154
416,190573,Porto,2015-07-22,0,,8,T4,1,56,6920.879
417,163492,Porto,2014-07-03,0,0.0,8,T4,1,23,5147.499
418,119585,Porto,2019-11-13,-1,0.0,4,T1,1,2,160.139
419,119588,Porto,2019-11-13,0,0.0,4,T1,1,3,119.994
420,120624,Porto,2019-12-04,2,,4,T1,0,3,284.137
421,158477,Porto,2015-05-15,5,,4,T1,1,78,2778.804
422,403212,Porto,2017-02-17,2,1.0,4,T1,0,99,2960.069
423,422269,Porto,2017-03-31,2,,6,T2,0,60,3977.834
424,335008,Porto,2016-07-12,1,,4,T1,1,67,2744.882
425,336011,Porto,2016-07-12,1,,4,T1,1,9,420.672
426,337014,Porto,2016-07-12,3,,4,T1,1,76,2845.773
427,338017,Porto,2016-07-12,4,,4,T1,1,97,3549.714
428,353062,Porto,2016-08-23,2,,3,T1,1,58,2890.391
429,354065,Porto,2016-08-23,3,,3,T1,1,69,3323.187
430,355068,Porto,2016-08-23,4,,4,T2,1,75,4194.323
431,309930,Porto,2016-04-20,4,,3,T1,1,91,2970.772
432,312939,Porto,2016-05-08,1,,4,T1,0,70,2477.328
433,209630,Porto,2015-08-13,2,,4,T1,0,85,3184.342
434,250753,Porto,2015-11-28,0,,3,T1 Duplex,0,57,2341.703
435,251756,Porto,2015-11-28,0,,3,T1 Duplex,0,63,2631.573
436,252759,Porto,2015-11-28,0,,3,T1,0,59,2269.134
437,253762,Porto,2015-11-28,0,,3,T1 Duplex,0,70,2578.856
438,254765,Porto,2015-11-28,1,,3,T1,0,61,2402.288
439,255768,Porto,2015-11-28,2,,3,T1,0,76,2746.695
440,256771,Porto,2015-11-28,2,,3,T1 Duplex,0,56,2303.616
441,257774,Porto,2015-11-28,2,,5,T2 Duplex,0,65,4133.738
442,258777,Porto,2015-11-28,2,,3,T1,0,63,2437.547
443,704115,Porto,2018-05-24,1,,4,T2,0,54,2753.8
444,661986,Porto,2018-04-09,0,,8,T4,0,72,15338.967
445,671016,Porto,2018-04-30,2,,3,T1,1,87,3502.24
446,603812,Porto,2018-01-10,0,,8,Moradia,0,23,4521.622
447,619860,Porto,2018-02-14,4,,4,T1,1,83,5107.41
448,612839,Porto,2018-02-12,1,,4,T1,1,71,2964.563
449,648947,Porto,2018-03-24,0,,4,T2,0,32,2297.596
450,649950,Porto,2018-03-24,1,,6,T3,0,71,5345.984
451,650953,Porto,2018-03-24,0,,4,T2,0,67,3504.627
452,651956,Porto,2018-03-24,1,,6,T3,0,76,6138.496
453,652959,Porto,2018-03-24,0,,4,T2,0,57,3340.421
454,653962,Porto,2018-03-24,0,,4,T2,0,63,3480.211
455,631896,Porto,2018-02-26,3,,6,T3,0,1,55.412
456,468407,Porto,2017-05-26,1,,6,T2,1,20,2676.352
457,509530,Porto,2017-07-19,2,,4,T2,0,93,5021.604
458,472419,Porto,2017-06-02,1,,2,T1,0,81,2853.564
459,473422,Porto,2017-06-02,2,,4,T0,0,1,19.642
460,589770,Porto,2017-12-20,1,1.0,3,T0,0,78,3879.169
461,590773,Porto,2017-12-21,2,1.0,3,T0,0,76,4235.945
462,591776,Porto,2017-12-21,3,1.0,3,T0,0,71,3634.834
463,592779,Porto,2017-12-21,3,1.0,5,T1,1,70,5411.028
464,593782,Porto,2017-12-21,3,1.0,4,T1,1,69,4729.69
465,595788,Porto,2017-12-21,2,,4,T1,1,23,1085.385
466,596791,Porto,2017-12-21,3,,4,T1,1,57,3445.715
467,572719,Porto,2017-11-17,2,,6,T2,0,12,864.934
468,576731,Porto,2017-11-24,0,,3,T1,1,54,2661.33
469,577734,Porto,2017-11-24,0,,8,T3,1,69,5858.251
470,578737,Porto,2017-11-24,0,,6,T2,1,65,3464.132
471,579740,Porto,2017-11-24,0,,4,T2,1,45,3003.371
472,556671,Porto,2017-10-16,3,,6,T3,0,81,4891.796
473,557674,Porto,2017-10-16,2,1.0,6,T2,1,86,5309.234
474,519560,Porto,2017-08-11,0,,10,T5,0,69,8306.669
475,521566,Porto,2017-08-14,0,1.0,6,T2,0,89,5130.118
476,523572,Porto,2017-08-14,1,,4,T1,0,46,1865.346
477,524575,Porto,2017-08-14,0,,8,T4,0,28,13812.82
478,741226,Porto,2018-07-31,1,,4,T1,0,87,3392.277
479,721166,Porto,2018-06-27,3,1.0,3,T0,1,92,1283.023
480,718157,Porto,2018-06-20,4,1.0,8,T4,1,39,4737.663
481,795388,Porto,2018-11-08,0,,2,T1,0,77,2776.648
482,796391,Porto,2018-11-08,3,,4,T1,0,64,2396.149
483,797394,Porto,2018-11-08,3,,4,T2,0,71,3822.189
484,779340,Porto,2018-10-12,1,,2,T1,1,64,2124.136
485,783352,Porto,2018-10-16,0,,2,T0,1,75,3008.257
486,784355,Porto,2018-10-16,2,,4,T1,1,69,3569.195
487,786361,Porto,2018-10-16,2,,4,T1,1,79,3827.348
488,964895,Porto,2019-04-17,2,1.0,6,T3,1,56,2985.962
489,965898,Porto,2019-04-17,0,,8,T3,0,14,1294.846
490,966901,Porto,2019-04-18,1,,5,T2,0,6,-142.66
491,960883,Porto,2019-04-16,0,,2,T0,1,32,1182.076
492,961886,Porto,2019-04-16,1,0.0,3,T0,1,41,1578.997
493,911736,Porto,2019-02-26,3,1.0,2,T1,1,58,2401.133
494,856571,Porto,2018-11-16,0,,4,T1,1,56,1970.815
495,857574,Porto,2018-11-16,0,,4,T0,1,72,2253.692
496,858577,Porto,2018-11-16,0,,4,T0,1,54,1883.175
